Dominio,IP,Numero de subdominios
potashcorp.com,12.32.95.125,2
moderndance.us,173.8.153.106,1
cninewspapers.com,75.144.117.173,1
gerberfcu.com,68.248.135.135,3
careers.pru,12.34.100.15,1
ab2mate.net,65.199.61.125,1
southernwineandspiritsofalabama.com,65.210.139.116,1
ezbdk.com,12.4.211.88,2
senategop.org,12.43.67.81,2
inumc.com,12.46.10.165,3
fiduciarytrust.com,12.24.58.79,1
essc.org,198.101.106.69,4
disftp.net,65.205.162.10,1
deputytag.com,173.196.173.154,1
hbschools.us,148.77.50.157,2
mymarketingevent.com,173.9.83.106,1
saoc.com,23.30.73.138,1
ditc.ca,72.39.66.104,1
pwrx.com,70.88.175.50,1
justlistedsucks.com,65.197.142.182,1
teamwbi.com,12.4.226.150,5
accelexchange.com,12.7.81.58,2
kolbeinstinctivetest.com,12.47.193.237,1
rfc8994.org,209.87.249.22,1
oemtransmitters.com,173.8.184.196,1
needmoreroadprimarycare.com,12.53.30.223,1
appliedusfp.com,12.46.184.141,1
burkeagency.com,75.144.90.209,1
tbsinsuranceagency.com,65.64.85.201,1
nyaes.com,69.193.162.50,2
ggaspard.com,68.21.147.254,1
sendx12.com,75.144.109.28,1
book4u.com,173.8.111.71,2
troypatent.net,75.144.92.73,2
tcsinc1.com,75.144.76.25,2
stonhard.nl,12.43.214.213,2
hlslift.com,12.21.204.155,1
pazlawfirm.com,75.144.126.150,1
adcomsolutions.com,72.242.196.226,1
perfectmail.org,204.10.243.23,2
bonuscheckcard.com,65.205.143.68,1
movedfw.com,12.37.8.135,1
21millst.com,173.160.185.50,1
afternoonpickmeup.com,198.0.155.87,1
whhs.com,12.43.169.43,21
hornungscimone.com,75.144.157.177,1
saraccoinsurance.com,70.89.183.146,1
moquindaley.com,70.89.73.129,1
accurate800.com,65.207.13.41,1
o2bancorp.com,12.48.114.8,4
benchmarkime.com,72.38.80.22,1
valleywasteservice.com,75.145.42.25,1
orioncoat.com,12.18.127.54,2
mncorn.org,23.30.243.70,1
opttek.com,173.160.54.145,1
sksconsulting.org,50.77.51.85,1
aceyus.com,24.142.229.190,1
bouncestocks.com,12.26.245.162,4
netspeeds.org,12.58.108.209,1
psychiatrized.net,12.17.176.165,2
california-rental-cars.com,12.19.121.32,1
blakecharles.net,76.226.81.202,8
portcityfcu.com,70.88.91.245,1
selbyinc.com,72.38.77.86,1
vcloud9.com,75.99.128.58,1
habanahealth.com,65.196.137.147,1
clip-n-ject.com,12.24.138.53,1
mlkjrfamilyservices.org,173.9.81.108,1
hutchpost68.org,50.76.81.98,1
soudertonmennonite.org,70.89.22.182,2
tarwaterco.com,70.88.41.21,1
babyktan.com,65.207.129.217,1
rmcenter.com,65.210.126.227,6
cityofalhambra.org,12.25.245.206,7
mossrubber.com,12.34.152.66,2
fitnesspointe.org,12.53.29.252,2
custom-hubcaps.com,75.145.78.197,1
division21.com,173.160.124.35,4
canbead.com,209.87.231.11,2
eastendecology.com,75.99.33.242,1
uspsoig.gov,65.196.93.242,1
skillsglobal.com,12.31.167.222,1
abarbpest.com,75.99.180.70,1
massmutualadvisor.com,65.215.121.123,1
southernwinemn.com,65.210.139.116,1
cardiothoracicsurgeryassociates.net,12.53.30.223,1
coventry-summit.org,12.10.217.91,1
mnmoto.net,173.160.98.41,1
jacksonandeklund.com,12.12.160.186,2
whereisthecableguy.net,12.49.9.21,1
biglotssurvey.com,12.20.122.45,2
piaba.org,65.64.83.9,1
xn--bb0b35v12go7p74d.kr,210.127.211.168,2
walshsm.com,198.0.145.107,1
mcgraw-hillresidentcentral.com,12.26.55.182,1
letstalktemple.com,12.49.57.34,1
reliefnursery.org,70.89.176.249,1
readysetdraft.com,75.99.77.124,1
oaklawnpark.com,12.10.66.89,4
breezeurgentcare.org,12.50.9.220,1
pcmisp.com,12.17.60.195,1
gflfc.org,12.12.247.186,3
rei-pm.net,173.9.121.201,1
boysandgirlsclubsbinghamton.org,75.99.77.27,1
landsofarizona.com,65.200.12.155,1
biobased-hydraulicfluids.us,198.0.236.33,1
keytechky.com,12.54.74.131,6
portpro.com,12.33.114.88,1
wearcheck.ca,72.38.248.148,62
eatonroute.com,65.64.216.112,1
fnbomaha.com,12.36.206.54,1
hdsmail.com,12.31.51.203,2
jobs.prudential,12.34.100.15,1
tripplehelix.net,173.8.217.53,1
gunchco.com,173.8.114.185,1
restasis68.com,12.42.237.16,1
bellevillechamber.ca,72.38.177.110,1
a2zmotorcycle.com,65.65.71.140,2
interlakenleadershipawards.com,12.3.33.225,2
broderickgroup.com,173.160.215.202,3
dedyn.io,173.160.183.241,1
cinchresources.com,12.26.55.182,1
growmore.com,12.3.234.59,1
pru.prudential,12.34.100.15,1
sjklein.com,70.88.205.130,1
tranzonic.com,12.31.47.248,17
mymtrustcompany.club,68.22.118.156,1
coreplus.org,75.144.194.82,4
letg.us,173.160.110.225,1
messages2.com,65.199.213.14,2
riskbot.com,65.206.10.226,1
fidelityhealthcare.net,12.53.30.223,1
postroadbingo.com,70.88.100.153,1
cambiohealth.net,65.200.149.15,1
mgaresearchva.com,50.76.30.242,1
agoraproperty.com,12.34.52.226,1
albo-oblon.com,75.145.81.9,1
fullscope.com,72.243.157.36,4
sospowersales.com,209.87.228.202,1
centralislipsoccer.org,75.99.64.146,2
v-cone.com,12.36.18.171,1
atlanticpressvpn.com,12.37.17.194,2
buckosoft.com,23.30.131.50,7
ssmh-ris.com,65.64.7.6,2
weftectv.com,65.202.207.180,1
nmangusassociation.org,12.40.42.130,2
itctube.com,12.19.45.33,4
pbigordon.com,12.53.41.52,1
dsiweb.com,173.196.61.122,1
pilotpen.com,12.32.147.186,18
acurengroup.com,72.38.198.98,1
thesocialworkforce.com,12.35.45.63,2
l-tec.com,12.6.24.45,1
marshallroof.com,173.9.55.153,1
striedpainting.com,50.76.81.65,1
hcjunior.com,58.180.27.79,3
ezsitelaunch.com,75.99.77.30,11
mitchellgrocery.com,12.43.80.198,8
ridlangus.com,12.40.42.130,1
showabestglove.com,12.21.128.11,1
conferenceresponse.com,12.44.18.40,1
jaymedical.com,12.30.42.186,1
nelgpc.com,173.9.71.155,1
zandc-law.com,75.99.212.138,1
voiceforliving.net,12.46.232.41,1
ffl.net,12.0.250.42,1
uppervalleycardiology.com,12.53.30.223,1
agramonte.org,23.31.57.85,3
summitsite.com,12.18.165.13,1
instepfoodservice.com,12.36.87.44,5
dreamhomesutah.com,75.144.11.181,1
bfdistribution.com,65.65.71.151,2
avatek-corp.com,173.160.97.51,1
hmcpc.com,173.161.5.246,1
rsarchitects.com,12.25.99.27,2
gritton.cc,50.77.44.237,2
paymebmg.com,68.20.104.195,2
swiftstaffing.com,23.30.28.173,16
ocgoodwill.org,65.198.25.34,237
wbconnect.com,12.24.226.108,4
iuniverse.com,12.13.112.191,1
epathdata.com,173.160.109.220,1
pstallahassee.com,70.88.10.37,2
cantor.com,65.195.133.101,10
verdasys.com,65.202.174.131,1
stonhard.cr,12.43.214.213,2
northstareng.com,12.13.192.186,2
category5.ca,72.38.245.122,1
snsiweb.com,75.145.24.105,2
foxtwo.net,70.63.20.194,1
kemperautoandhome.com,65.199.126.216,21
olivegardensweeps.com,65.196.165.48,1
mercedesofpleasanton.com,12.44.59.66,1
loredecor.com,108.176.8.102,1
kobrand.com,65.206.81.204,3
dallasjac.org,12.5.95.74,1
greenmtncomm.com,70.88.46.129,2
fairinspection.com,70.89.129.185,5
mendezfoundation.org,173.160.82.21,1
theclubatsterlingoaks.com,173.160.6.149,1
kidsworkshop.net,12.13.49.21,6
gearupreading.com,12.26.55.182,1
thevantagegroupllc.com,12.12.12.12,1
pryderockgames.com,75.144.37.169,1
ahm.com,65.198.171.94,1
rocklette.com,173.160.141.237,1
blissetllc.com,65.199.151.1,1
motorunderground.com,65.213.146.21,1
premierhealthpediatricshuberheights.net,12.53.30.223,1
communityfinancialservicecenter.com,12.31.101.132,2
cnlawfirm.net,70.89.107.229,1
magrudercos.com,70.88.234.41,1
fallscreek.org,12.5.227.211,2
trinityhams.com,12.14.232.26,2
nebahelp.net,12.23.194.74,1
institutions.prudential,12.34.100.15,1
chelmsfordprimary.com,70.88.243.161,1
kosherkorean.com,75.99.148.164,3
carrollcon.com,65.213.202.130,1
eternalnewt.com,162.155.5.38,1
arpa-ffss.com,23.31.52.113,1
ianaverse.com,65.210.24.67,2
meetingstreetacademy.org,50.76.195.170,1
wwwhite.net,70.89.129.185,5
sterncenter.org,198.0.174.251,1
jessicacox.us,173.8.223.147,1
v7hq.net,173.160.185.50,1
cybernetworkers.net,65.207.26.140,1
eawebline.com,65.214.41.67,1
yonexusa.com,12.8.218.36,1
auxomedical.net,23.31.110.217,1
brandproduce.com,65.255.209.66,1
wewillship.com,12.11.215.57,4
northlung.com,173.160.119.25,2
structuretone.com,65.196.22.37,4
njlaborers.com,12.26.45.102,1
letg.biz,173.160.110.229,1
makitausa.com,65.223.15.167,1
episcopalgifts.org,12.0.101.21,1
toneyconstruction.com,23.30.83.193,1
itranscript.net,68.120.110.10,1
ssdsboston.org,23.30.132.35,3
usaid.gov,65.196.93.92,49
huntforpro.com,12.49.236.237,4
hammondservices.com,12.34.204.219,2
jgmorrisjr.com,50.76.182.210,1
xentaur.com,75.99.43.19,3
activis.ca,70.25.41.88,1
uniquewheelapplicationguide.com,12.2.241.230,1
pearsonbizgroup.com,70.89.113.38,2
repamen.com,65.202.208.80,1
jhinc.com,12.44.193.130,1
apexmso5.com,12.14.101.77,1
timlin.com,75.144.90.233,1
streichers.net,173.8.105.118,1
inode1.com,50.76.46.73,2
gizzmovest.com,70.89.159.125,2
interaudibank.net,108.176.22.4,2
arbella.com,65.209.85.148,8
mbfinancialwealthmanagement.com,65.204.120.25,1
candlewoodfarm.org,173.9.56.101,1
bankwithbcb.com,148.77.37.118,1
freshfeesh.org,173.8.188.61,1
jacobsiegel.net,173.9.31.109,2
wheelerindustries.net,173.160.215.121,1
royalchemical.com,75.117.244.126,1
jacobs.com,12.13.30.39,3
papichconstruction.com,12.45.179.28,2
mcilvainecompany.com,173.161.32.92,1
mckayrealtygroup.com,65.199.208.102,1
norserealtygroup.com,173.220.65.51,1
integratedpiston.com,12.4.27.222,2
deamon.org,72.39.91.86,1
hollandplace.com,75.144.87.83,1
xn--vk1bv68a86dj5k.com,210.127.209.78,4
ch-swissoil.com,65.198.188.175,2
ph4rm4kon.org,65.210.120.251,1
marathonelectric.com,12.21.92.146,1
interactivedisplays.com,12.15.19.245,1
genetic-modules.com,65.211.19.210,1
lindenhurstschools.org,148.77.16.66,1
emaillcu.com,66.73.48.226,3
lc-law-llp.com,12.12.168.242,1
miec.com,12.51.128.245,1
saucony.jp,12.13.74.65,2
jonesborobearing.com,12.34.152.66,2
bisbeelaws.com,75.144.189.193,2
medstaffinc.com,65.217.211.134,1
knowledgeu.com,12.44.44.221,2
iatse16benefits.org,12.38.48.150,1
children-swimwear.com,72.38.116.37,2
tsys-isolutions.com,12.45.110.46,1
vrbm.com,70.89.136.145,3
bnuniversity.org,65.204.48.118,1
martinwaymire.com,198.0.109.17,1
variousstartups.com,198.0.155.86,1
dewaltsitelock.com,12.4.211.56,1
smartzip.com,12.0.70.91,1
dmb.com,173.9.54.210,1
sailsafer.com,50.76.56.27,1
aestheticsofjasper.info,70.89.77.213,1
krne.com,173.220.172.66,1
telepayroll.com,12.37.156.53,3
arl-tsg.com,12.5.81.3,6
trinityfabricators.com,12.8.144.210,3
sonicare.ie,65.212.155.5,1
tsslinksdma.com,12.9.139.186,1
pandimensional.holdings,173.160.185.50,19
omeresa-billing.com,12.54.42.12,1
emeraldlaneangus.com,12.30.165.244,2
noesjewelry.com,50.76.151.101,1
safetycounselling.com,23.31.119.221,2
trideltasysauto.net,162.155.61.181,1
konnectedtochrist.com,198.0.80.221,2
summitplastic.com,162.155.118.186,3
wholechildmanatee.com,12.24.138.137,2
kaufmansegal.com,173.161.39.126,1
plumberspensionfund.com,12.1.237.67,1
cbpp.org,65.213.92.26,2
senatorhastings.com,12.43.67.138,2
datashareplatform.net,12.5.115.77,1
delivermypbc.com,12.9.217.39,1
bytesilo.net,23.30.12.45,2
speedlinecommunications.com,72.38.101.242,1
nyhus.com,70.89.118.122,1
zirngibl.net,65.192.161.2,1
jdbyridercoloradosprings.com,12.2.35.230,1
headoftheclass.biz,12.2.141.74,2
iitsec.org,12.53.30.72,6
sacmmedia.org,65.202.207.42,1
bpaengineers.com,12.23.194.130,1
hemsleaders.com,40.135.104.70,1
mhseattle.com,173.160.147.21,1
xn--hq1by4fd6duxiba905eitz8ta.com,210.127.208.136,12
elizabethsoccer.com,75.99.99.133,3
wrigleysupplier.com,12.6.54.232,3
hfawemployers.org,12.38.48.153,2
aagrapevine.org,65.219.253.138,1
coventrywcnetwork.com,12.10.217.91,2
parx.net,12.47.219.201,1
iuoe513.org,12.28.45.27,1
campbellford.com,209.87.243.130,1
floristratings.com,65.198.163.241,1
predix.com,65.216.161.34,1
ekahau.com,65.220.8.82,1
stevehorbachuk.com,47.16.145.223,1
nexstarnetwork.biz,173.160.111.130,1
miamivalleyhospitalistgroup.org,12.53.30.223,1
floxkorea.com,210.127.209.76,2
epiclp.com,173.196.185.207,22
customboxpackaging.com,162.155.236.211,1
ul.org,12.32.81.199,3
weetabixcanada.com,72.38.107.66,1
antilagracing.com,75.144.87.123,1
hmkassoc.com,75.99.101.43,2
colorid.com,24.142.231.20,3
orionmech.com,108.176.49.53,1
stopcovancecruelty.org,12.39.71.240,1
dl-online.com,12.28.104.80,2
uvasvalleywinegrapes.com,173.8.160.237,1
watersedgehotel.com,75.144.247.147,1
worldwidefittings.com,173.161.79.164,4
sensecorpdna.com,12.54.103.111,1
pgimref.com,12.34.100.15,1
danieljames.info,173.8.161.82,1
hmtaxi.com,70.89.169.33,1
jennieraisenlake.com,70.63.1.222,2
baxter.com,12.38.233.241,6
mcgraw-hillforlearning.com,12.26.55.182,1
ytb.com,12.23.111.179,2
uniblab.org,50.76.53.60,2
sav-co.com,75.145.43.217,1
zb1.us,173.161.127.194,3
yhmc.com,12.11.50.229,1
sp1e.com,70.89.112.105,4
jamesduree.com,70.89.170.244,1
seercap.com,65.206.0.12,1
healthassuranceone.com,12.10.217.91,1
connectcalculus.com,12.26.55.182,1
farleysglass.com,12.9.61.170,2
vanessalight.com,68.21.174.224,1
sangacns.com,210.127.253.76,1
krowne.com,173.220.188.51,3
corepipe.com,12.12.129.235,2
fnbk.com,12.36.206.30,1
coloredpaving.com,65.223.143.23,1
cirrus.ro,12.22.155.124,1
omalleygrain.com,12.3.223.34,2
appreciate.us,173.8.153.106,1
friendofthefarm.org,65.213.205.163,1
njcedv.org,65.205.26.197,1
neosoftllc.com,12.31.100.152,1
westcarrolltonfamilymedicine.net,12.53.30.223,1
trustaplus.com,162.155.180.244,2
spring-fill.de,12.48.113.13,1
govoipcom.net,173.160.41.137,1
myteacherdollars.com,65.214.41.16,1
chandlerok.com,12.25.127.157,1
northriverside-il.org,12.53.95.23,1
insights.prudential,12.34.100.15,1
shopperworld.net,69.193.134.90,1
universitypublications.com,65.204.3.200,3
sealypurchasing.net,12.26.123.157,1
lucky7angus.com,12.30.165.244,2
nexon.net,12.8.216.226,1
baxtersystems.us,70.88.178.220,1
oilgowebservices.com,70.89.24.165,1
kevincasella.com,173.220.66.35,1
shopforleotards.org,12.6.34.80,1
csifield.com,12.34.92.139,1
seviervillebassproshop.com,12.14.224.133,1
com-strong-id.net,65.207.25.170,9
sihrtebenefits.org,12.38.48.150,1
sloanlawfirm.com,12.30.163.2,4
computer-gallery.com,12.10.41.29,2
rvisb.com,12.27.233.217,2
jaycashman.com,65.206.108.37,1
seniors.love,65.205.184.164,1
1866getheat.com,12.34.126.14,1
navigatehcr.com,12.12.201.99,1
cemeterydata.net,70.63.43.158,1
panadent.com,12.11.75.114,1
assurancescientific.com,12.25.7.194,1
propertyprosvc.com,173.9.119.29,1
broadcom.com,65.204.194.130,7
cirrus.vg,12.22.155.124,1
luxshare-ict.com,12.1.64.123,1
nwsheetmetalemployers.org,12.38.48.223,1
billiardsupplies.com,12.15.19.241,1
cybertech.support,173.8.161.82,1
conleeclaims.com,173.160.245.146,1
the222s.com,70.25.41.91,1
secret-snowflake.com,65.212.180.17,1
sutterconnect.com,65.213.63.75,2
airline-tickets-online.net,65.216.67.100,1
oyetumusica.com,75.144.139.105,1
scentmaster.biz,173.160.139.119,1
act-repair.com,162.155.64.50,2
leepfrog.com,12.2.169.89,124
neverbelost.nl,12.5.245.11,2
bakadvisors.com,50.77.92.229,1
flightcentre.com,65.220.104.161,3
winingcaller.com,70.88.143.195,1
americanspecialtyhealth.com,12.22.204.36,1
bognersheetmetal.com,173.8.138.1,1
silentsweepers.com,70.88.226.162,2
reedacademy.org,75.99.181.75,1
earle-law.com,12.37.14.146,1
amrad.com,12.23.35.164,1
hservices.ca,72.38.72.122,1
mechatronics.com,173.160.145.93,2
forkids.kr,210.127.209.86,10
illustrated-stockcar.com,65.213.146.107,1
bmp-msp.com,12.53.154.191,9
ibew684benefits.org,12.38.48.150,2
mbredsavings.com,65.204.120.25,1
comteqfederalnh.com,65.199.155.52,1
alumnidesktop.com,12.16.129.6,1
cetis.com,23.31.69.188,11
usbreastfeeding.org,65.202.226.109,1
williamolsen.me,12.30.125.146,1
fidelisnw.com,70.89.128.169,5
mcdanielsupplyco.com,70.88.53.161,2
wfeca.net,12.21.154.226,249
sciencepower9.com,12.26.55.182,1
curanotis.net,23.30.241.42,1
mca-golf.com,12.22.18.238,1
miamicountysurgeons.com,12.53.30.223,1
dmaltern.com,12.44.12.99,1
mysignshop.com,12.4.210.38,1
cat-soft.com,209.87.234.219,6
10hudsonyards.com,12.45.3.180,1
ccstmary.com,12.51.11.250,1
wilsontrophy.com,12.53.29.207,2
texashealtharlington.org,12.50.9.220,1
demoapplications.com,198.0.94.235,1
allaboutbleeding.com,12.3.33.225,3
pensionstrategies.com,12.37.106.4,4
occupationlists.com,12.47.46.151,3
isatissport.com,70.25.48.83,1
sumnetsol.com,50.76.111.229,1
graylandvacationrentals.com,70.89.136.145,2
inbloomgroup.com,23.31.45.206,1
azareyeinstitute.com,23.30.5.2,2
aquafilterfresh.com,75.144.7.41,1
chunchonbike.com,210.127.253.160,1
atlasrr.com,65.215.65.179,4
campaldersgate.net,70.88.15.26,1
acefocus.com,173.160.192.153,1
telecom.computer,72.38.247.227,1
bieryconstruction.com,75.144.150.90,2
jrbr.builders,173.160.110.154,1
southernwinenm.biz,65.210.139.116,1
simplex-grinnell.com,12.33.8.25,1
southeastrans.com,76.224.98.96,1
setech.us,70.88.50.119,1
premierhealthspecialists.org,12.53.30.223,2
ttccp.org,12.14.232.29,3
historicwoburn.org,173.9.125.73,1
townhomesatcoyoteridge.com,12.45.3.180,1
capecodacademy.com,70.88.212.237,1
chipsharp.com,68.248.223.60,1
california-rental-cars.net,12.19.121.32,1
chinaturel.nl,72.38.236.15,1
blackmanbrady.com,65.210.102.28,1
haesupportforms.com,12.3.33.225,2
foxrivereims.net,12.30.20.199,1
cornellbenefits.org,12.38.48.150,1
makomarinelitigation.com,12.14.224.101,1
haileyfletcher.com,23.31.62.13,1
hudsonjwastores.com,65.202.185.45,2
i2group.com,65.216.234.75,2
myecompanion.com,162.155.124.123,2
generalreliance.com,173.220.164.106,1
iconnectodc.com,68.21.221.17,1
umpa-us.com,23.30.216.189,3
informasys.com,23.31.6.85,1
gonevadareo.com,65.214.21.127,1
com.pt,12.22.155.124,3
paypass.eu,12.22.155.124,1
phdus.com,12.34.121.43,1
8thdistrictemployers.org,12.38.48.170,2
dorton.dev,68.20.28.192,1
displaytech.com,23.31.82.188,1
wakullaurgentcare.com,70.88.11.185,1
giustina.com,198.0.36.161,1
conestogaenergy.com,12.47.156.4,7
drummondusa.com,12.25.6.193,1
nationalflavors.com,12.51.63.27,2
tradingappstore.com,65.211.211.217,4
jdlcllc.com,12.23.51.90,1
coopercapital.net,198.101.83.165,1
corpincconstruction.com,173.8.197.153,1
myvmo.com,75.99.121.235,5
zzzsbyashley.com,65.207.240.138,5
mysouthernwineandspiritsoftexas.biz,65.210.139.116,1
himaginesolutions.com,12.10.12.179,1
zanconsulting.com,173.8.246.140,1
brasileiroparadise.com,70.63.12.248,7
goldstoneexterior.com,198.0.95.85,1
seniorresourceconnection.com,12.37.117.50,1
angustestdomain.com,12.30.165.244,2
vt.us,173.9.10.43,4
gasserlaw.com,75.144.173.209,1
thebusinessjournals.com,65.213.145.119,2
globalcareindex.com,65.200.185.195,1
tcmsonline.org,12.14.236.85,1
bldrsvcs.com,12.20.202.185,1
oakgrovehealth.com,65.196.137.147,1
geniescientific.com,12.23.156.242,1
bellmicro.com,12.9.136.142,2
murphysgenetics.com,12.40.42.130,1
quartermastercreek.com,12.40.42.130,2
blueyonderdrones.com,65.65.127.155,1
curianselect.com,12.34.36.252,1
westspringfieldpolice.org,23.30.159.17,3
essexhcd.com,70.89.61.229,2
azrvpn.com,75.99.135.26,1
mydesktoplink.com,65.214.74.105,1
foresthealth.com,12.34.181.117,1
kendallpkg.com,12.45.250.219,2
hyperlog.com,12.36.94.18,2
ecgscanning.net,12.2.23.165,1
electgabeferrer.com,23.31.57.89,2
brianneu.com,70.88.180.209,1
mcrhs.org,65.199.230.50,6
apollocast.com,65.206.20.115,1
hawthornevalleyassociation.org,12.23.30.141,1
whrarchitects.com,12.31.219.39,8
sonicare.be,65.212.155.5,1
commodorehomes.com,173.161.72.83,2
slmd.net,12.52.201.83,1
stockpouches.com,50.77.112.27,1
gafoodservice.com,65.205.184.171,1
dailynewsdirect.com,65.207.171.136,1
bricofund.org,12.37.4.162,1
newriverfarms.net,12.40.42.130,1
archerlaw.com,65.207.105.199,12
webalo.net,173.196.61.2,1
highlandcommunityschool.org,70.63.29.26,2
alarmo.com,65.206.69.67,2
cinchlibrary.com,12.26.55.182,1
tecdocpub.com,70.88.243.125,1
osidirect.com,173.220.104.12,1
grsolutions.ca,72.38.245.27,3
phhca.com,70.63.9.218,2
delphiventures.com,12.32.108.83,1
beijingenglishtours.com,12.6.58.69,1
watchmegrow.com,12.23.180.202,2
headstarteronline19.com,12.4.150.76,1
allxray.com,23.31.47.252,1
myleaseconnect.com,12.47.107.125,1
tcw.com,65.216.122.55,2
opioidassist.org,12.53.30.223,1
themeganet.com,12.5.1.150,2
myafgbenefits.com,12.5.131.216,1
lasserhochman.com,50.77.69.197,1
vtitel.com,65.199.209.33,11
mysouthernwineandspiritsofbuffalo.com,65.210.139.116,1
gp-law.com,12.23.104.212,3
sacksexhibits.com,173.9.92.89,2
igotlucky.com,12.47.219.206,3
tysol.com,50.77.53.189,2
cac1960.com,50.76.157.250,1
shaferlawfirm.com,23.31.129.53,1
repinnamorato.com,65.202.208.80,1
wsdodgeoil.com,12.10.206.234,1
dfmcarstereo.org,75.144.22.13,1
hptsdish.com,12.30.178.100,1
documentsolutionsonline.com,12.5.83.156,1
washingtontwp.org,12.0.168.198,4
pallas-athena.nl,12.4.210.38,1
cyber-e2e.net,58.180.27.16,12
bbresourceline.com,65.215.52.95,1
stillmanfriedman.com,65.198.92.99,2
projektgrippeschutz.de,12.3.33.225,2
masshealth-dental.net,65.209.45.148,2
ritterchusid.com,12.46.242.2,1
saf.com,12.28.163.150,1
bandblaw.net,70.88.251.25,1
repsnyder.com,65.202.208.80,1
shipon-trac.net,12.38.237.25,1
floridarentalcar.net,12.19.121.32,1
xn--392bt9thta.com,210.127.210.229,2
bankoftampa.com,65.212.106.143,2
graphicpoet.com,75.144.6.185,1
koscoveservices.com,75.145.112.166,1
dougtoft.com,173.161.55.121,2
ski-doo.com,12.2.215.60,2
darvin.com,12.24.170.226,3
ipraddle.com,173.8.181.225,1
sprayberry.net,50.77.115.162,2
stopcovanceanimalcruelty.com,12.39.71.240,1
sportclips.com,12.5.159.6,1
wendellacorporatecruiser.com,12.53.30.181,1
legendconstructionllc.com,23.31.68.21,1
rmetllc.com,70.88.54.221,1
terramorhomes.com,24.142.216.110,1
forwardthinkingchurches.com,12.5.115.77,1
ndms-inc.com,12.31.158.8,1
youlikemyhair.com,50.77.0.92,1
tjfinancial.com,65.203.145.155,2
legacysoftwarestore.com,65.202.179.26,1
finitojobs.com,70.89.136.145,3
hubzoo.net,65.214.21.127,1
aramark.com,12.42.121.40,9
1hillsouth.com,12.45.3.180,1
intervalresortsupport.com,12.42.131.163,2
northshoreeggfest.com,12.33.173.243,2
accesspr.com,12.39.106.169,1
circusreno.com,12.7.131.105,1
goddardfloors.com,173.9.102.73,1
hansys1114.com,210.127.208.136,4
feldherrlaw.com,75.99.1.98,1
shhh1.com,173.196.173.154,1
1stimagenet.com,12.36.206.79,2
passporttolanguages.com,50.76.105.26,2
magnuminks.com,12.33.212.210,1
robertsonkitchenandbathgallery.com,12.28.240.177,1
kepro.info,12.7.226.29,1
calhounha.org,70.88.177.27,1
madinaonline.com,75.99.61.213,1
yucaipacompanies.com,12.52.224.42,1
countryhomesofflorida.com,65.200.12.162,1
perklegaloffice.com,198.0.46.35,1
moreexpress.com,65.199.155.52,1
cdiservices.com,12.40.148.190,1
